
-------------------------Normal--------------------------

1141446;1137636;1163552;989351;1147045;1112478;1218106;1003102;1128659;1137396;1229465;1036050;977941;1061665;1075580;1128811;1201837;1073126;1185571;1051915;1128521;1100155;1180661;1145133;1188120;1181674;982590;1288635;1040365;1222982;1002401;1130787;1070672;1223479;1233910;1167724;1012951;1099698;1436221;1088743;1388711;1160318;994932;1116279;1162885;1182565;981353;1230519;1136235;1263409;
1251192;1280573;1136905;1040176;1194320;1142436;1079900;1060570;1194879;1157876;1285011;1086119;1053371;1078143;1089157;1217291;1206053;1257843;1282380;995647;1235606;1162525;1275129;1084063;1266946;1215793;1049820;1269452;1097484;1197282;1060051;1210143;1051857;1297583;1149065;1157404;1089090;1147619;1416846;1123286;1412864;1102194;1043564;1150193;1219179;1217379;1068390;1316449;1257547;1268584;
1067729;1176075;1082929;1178584;1093444;1123380;1093881;1227561;988025;1081470;1204710;1114669;1085407;1071640;974886;1120290;1242499;1126754;1267576;1086678;1076610;1075504;1081866;1121984;1119832;1193122;1034005;1251251;901263;1097599;1028491;1220298;987785;1196037;1146014;1235141;1024290;1029009;1382837;963345;1385073;1108251;997819;1127186;1102715;1217414;1048745;1201046;1112444;1197025;
1116725;1174567;1018275;1045007;1150812;1021935;1119775;997476;950987;966368;1091765;1040250;991904;927250;818676;1132238;1058537;1138315;1152748;1037155;1047248;1061443;1150685;1069679;1114911;1131031;949301;1191763;916695;1129893;953346;1083207;906867;1233116;1094275;1080893;945122;1013978;1226528;1033106;1280386;977417;981856;1013403;1133586;1180221;948228;1053183;1123291;1086529;
1099512;1116292;1072913;1027064;1071385;1006074;1173867;1025976;1027949;1072254;1216171;1037457;1115186;1052116;975455;1088058;1111065;1101317;1161972;964689;1057891;1150531;1120062;933773;1179169;1021728;1072505;1290201;938965;1165278;985142;1025271;911280;1235837;1121203;1133442;941207;1037300;1439414;1077489;1294725;990211;1021114;1076117;1222579;1249749;984414;1184590;1133414;1190071;
1303648;1358863;1252497;1231100;1295786;1300337;1198617;1173410;1309540;1268154;1462233;1175301;1140121;1185639;1091087;1180978;1258942;1236638;1376230;1223342;1352806;1205430;1281031;1311638;1382950;1267818;1113022;1334137;1167345;1358461;1226744;1293878;1092908;1311359;1267418;1280083;1183538;1203970;1558802;1237530;1483182;1255249;1212816;1308869;1303544;1371842;1155831;1497186;1419894;1454924;
1015259;976132;934971;880328;1123608;904232;967283;989492;982510;1044539;1091529;984895;922206;1074470;831809;907754;987776;1051547;1059113;1003824;996535;839168;1010516;1004886;988708;893013;910418;1070341;960388;1057453;918819;991859;949752;1069833;996113;1175081;794344;961891;1131969;889957;1287227;1070178;940831;966742;940238;1157594;994314;1037841;1032414;1095885;
1066485;1138257;962532;933053;1118230;963141;978346;820401;1096412;911361;1141773;1002222;1005521;983967;902092;985149;1035321;1090156;1174680;1027932;1002743;1002156;1035648;1061234;1171069;1025686;924847;1177132;990630;1044213;1004179;1089046;838699;1178093;1120203;1014225;870422;945544;1258113;985299;1294848;1008494;915605;1029630;973050;1085912;913236;1124478;1058636;1090376;
1015731;1112325;995976;985923;1040716;955459;929017;963257;1063592;1024298;1121541;989799;852887;999051;1007519;1045745;1062131;1076741;1114418;1015019;985311;919888;1131864;1067540;1079835;1084068;899926;1235831;905440;1103928;959418;1030174;893760;1065122;1116923;1025748;929656;1055339;1303191;1013713;1140929;1047377;1020259;1090909;1031049;1017480;988307;1107071;954856;1120270;
1171342;1169914;1146617;1009764;1178239;1047654;1200204;1088210;1072117;1118663;1146609;1080412;1024234;1063077;1005688;1145036;1215363;1170540;1314840;1157176;1018525;1131520;1200036;1175342;1202925;1078102;947802;1188797;1055099;1139377;951336;1198045;931840;1214150;1151571;1137949;999165;1121174;1474822;1005676;1447027;1160210;1023868;1147660;1162303;1200501;977480;1200151;1168120;1252372;
1212434;1191882;1238769;1068872;1222414;1220616;1195421;1036979;1154460;1140177;1219090;1096123;1057237;1082081;1034654;1110335;1194849;1167665;1235454;1082813;1215642;1097792;1179086;1222243;1300549;1194221;1034627;1292474;1041621;1298539;1044550;1206430;1167334;1197722;1272309;1234505;1096484;1183909;1492134;1147407;1498860;1212760;1098942;1196841;1265785;1258548;1091669;1358585;1303489;1353939;
927820;952772;984284;931072;924590;950545;990177;880826;941348;950519;1060802;906265;958225;896308;926463;909324;994658;967344;1071581;779815;976774;954969;959033;919459;967023;1007330;897081;1104252;932637;1074259;800983;981985;964955;1045351;947251;1061056;800427;924282;1162310;941044;1195692;954202;919345;978100;1012396;1074771;924251;1050057;973384;1149169;
1109197;1095952;1015158;968657;1096353;1002308;1041713;945227;1062683;893885;1176902;1030560;1003724;1036242;976169;1033524;1090558;1124293;1162640;990287;1011883;1029575;1090060;974993;1240783;1114108;1053186;1210167;919838;1109890;1049896;1040302;906039;1225944;1148132;1060292;879142;987215;1400058;1069419;1176485;1017822;1023199;992214;1017024;1046842;937884;1083043;1021810;1077047;
1155950;1210483;1174590;1060019;1172008;1124709;1152821;1162616;1125909;1169237;1183197;1173494;963336;1117675;964666;1134746;1300413;1237891;1242923;1157423;1173242;1169668;1240153;1149761;1231843;1203531;1035040;1321962;1012269;1226044;1089747;1201742;1031848;1196801;1243664;1214839;1023772;1199267;1508756;1069256;1454348;1137783;1018164;1265469;1165817;1150236;1048095;1286692;1245046;1351474;
1035659;1054299;924518;986962;1044407;1027461;1033315;936549;1054856;1035284;1099945;1032475;962046;1075069;872686;1028044;1133274;1068730;1186945;965462;1121246;997478;1041411;1056488;1081227;979240;1001751;1160552;1000288;1099089;907283;1096286;930955;1120617;1069040;1152770;955815;1109571;1263982;848561;1311240;975932;987208;1050540;1037586;1224928;933769;1096527;1079256;1145232;
1192413;1212738;1156990;996555;1189232;1032525;1116574;1095424;1095898;1120774;1223090;1147553;898752;1148198;1005623;1065366;1227913;1111079;1276976;1082413;1148020;1057253;1115059;1022510;1223519;1165765;1028114;1207862;1137599;1268608;1018063;1133439;976181;1172841;1130378;1114577;869425;1036823;1376573;1022388;1417094;1200886;1029145;1041839;1085964;1158699;1112622;1237547;1224609;1254938;
968625;1056938;947116;924062;1038785;1005647;966080;950393;917998;807891;1040500;1051693;929325;929477;868587;846610;1065606;1018116;940892;942153;1049856;1005911;1040392;987920;1016369;1087805;909959;1136253;820564;1067710;905455;1007319;958666;1066223;1072992;1030774;922867;1044789;1219257;967766;1198537;936837;924396;1071619;1044197;950833;925008;1037581;973026;1146939;
964729;997141;912502;821717;975044;928914;985736;851414;956729;905729;1098469;938204;893951;983797;813304;958573;970401;903704;994322;969620;1005936;930889;1018802;924428;1038484;984717;885661;1038382;875726;1009632;879922;985989;825673;1038747;1019584;971693;767338;1012535;1191192;833149;1083263;991486;866703;1023081;988926;991069;812088;1004415;988268;1067392;
1030245;1153176;972593;991404;1049732;945564;981036;934203;806052;889431;1066265;946524;911155;927023;911419;902844;1033405;965385;1131529;945772;929246;909731;1049245;976475;1067471;966999;938721;1081077;909225;988842;932864;1037434;987057;983230;967439;1012281;821545;964814;1210804;902263;1172202;1015359;929013;998144;935289;994492;923259;1068051;1097445;1109195;
1121156;1181940;965702;1094324;1150795;1078541;963060;899609;1039086;1038302;1157873;918167;1023169;1038346;927013;974566;1017211;1014509;1132391;998028;1107249;900160;1055675;1032982;1091735;1039587;864635;1196423;826444;967173;994483;1156856;990203;1067413;1230258;1079536;1050648;924609;1156375;950343;1289821;984903;934167;1091798;1001589;1081534;894633;1122578;1172682;1123322;
1139037;1220276;1014380;1112298;1143609;1044074;1113222;1077075;1020092;1015046;1213206;1166226;997413;1054121;915846;966455;1192764;1160967;1225418;1032246;1080450;1061674;1051252;1085713;1166600;1144004;1070780;1153480;988514;1161860;1043231;1093325;947737;1209179;1038521;1190050;912965;1071330;1392089;1005444;1344366;1155195;1027365;1160560;1121657;1170315;1038406;1243767;1102150;1239242;
1106979;1116454;1029450;1024110;1161346;966242;1113500;989063;954701;975212;1187753;1083709;979331;1030522;811941;1014421;1140834;1113277;1144401;1107565;1115188;1013900;1107340;1107460;1168787;1117321;998192;1255761;999545;1157649;1071356;1091400;965007;1252029;1160445;1129683;915924;1058515;1304216;930632;1329330;1027328;969993;1158365;1003634;1120022;1013452;1067639;1147058;1148715;
1301769;1337515;1250742;1254127;1321914;1197814;1255466;1203555;1250431;1258333;1344241;1292543;1220145;1221449;1140008;1251244;1316848;1365032;1446837;1192980;1228880;1235933;1346426;1248877;1384752;1232772;1214529;1439756;1091314;1204744;1209091;1289665;1069843;1475671;1292580;1321254;1147410;1221740;1673679;1263186;1399676;1224768;1233644;1275193;1366711;1294843;1163584;1351631;1300578;1419190;
1300110;1299296;1154722;1246522;1215919;1220524;1222177;1027877;1205128;1216151;1431883;1228742;1122460;1111890;1044759;1080588;1292298;1265678;1332031;1234645;1231772;1166694;1243002;1271246;1345831;1313218;1106359;1299664;1190854;1364038;1245927;1187128;1016208;1286247;1249094;1301933;1135556;1265748;1523574;1179321;1547086;1200384;1049585;1260131;1242065;1388583;1206166;1395366;1371230;1356207;
950742;960641;968132;903566;980309;863932;904725;880354;940181;964640;1029715;831080;828359;813235;782161;887866;989020;895522;984269;823846;965026;867704;814692;911798;951809;936163;788069;977928;937697;973605;864946;900492;932071;944919;949024;917741;867998;836992;1067910;924996;1097172;888856;856541;975950;905814;928438;975216;1021144;1038382;1148580;
1041666;1035682;1062201;903208;1130099;914621;979479;984190;905018;922145;1103133;943431;967821;974235;883701;988412;1023100;1021103;1087279;1026958;1064745;967812;1096265;1011610;1074730;1021644;922979;1204957;937090;1072411;998903;1004283;1002376;1081548;1093020;1028547;867727;913891;1285562;949058;1261358;1040913;920344;1065816;984722;962537;926932;1034148;1060661;1188620;
1139976;1277997;1197423;1186830;1318518;1172830;1221121;1205749;1230305;1245512;1282124;1301669;1100983;1117169;1140829;1157166;1472032;1301170;1367079;1256743;1169140;1171875;1261010;1247494;1268349;1294641;1122028;1390331;1176085;1252512;1142103;1234971;1146955;1318358;1303294;1287392;1190344;1185544;1594399;1198015;1479031;1203126;1167437;1384809;1169568;1211530;1097062;1361611;1305110;1406253;
1021880;1192832;977272;997446;1042262;961961;983972;903296;1067111;1028397;1100204;993869;872779;1012927;919423;979208;1208312;1028952;1039469;962071;1055069;969859;1043235;922825;1175198;1043257;961365;1152591;855639;1058507;959562;1061713;884901;1054329;1153322;1019040;1019717;1015679;1303524;951120;1190854;983175;950656;1115010;1044429;998097;932775;1125882;1052507;1086756;
1103490;1106715;1089870;1033306;1080643;1151277;1039603;987029;1107993;1102639;1222555;1072008;1005544;1008651;1072843;1142485;1120241;1159712;1220753;1023845;1172842;1033560;1077491;1088925;1139450;1137679;1044286;1193225;1031718;1146839;985860;1086802;1043957;1198996;1170849;1108873;1045243;1106899;1454546;1068298;1254656;1086420;1091217;1043898;1072331;1166108;1002959;1165768;1056314;1302533;
1255829;1305831;1210055;1145365;1326829;1209638;1273089;1202669;1244864;1233864;1319975;1235708;1033464;1225462;1120313;1067022;1401896;1262779;1356282;1091640;1327697;1105279;1236745;1182921;1314272;1149563;1111866;1453196;1095400;1254718;1071524;1214356;1205572;1240310;1324552;1324687;979399;1218995;1482495;1110348;1534373;1317110;1188447;1337082;1208091;1207786;1082834;1360185;1277885;1348690;
1064282;1096586;983418;891664;1038698;1055251;1078096;902238;941804;1020095;1101007;1040751;981866;957834;958038;972855;1150833;977970;1103779;953451;999687;1070380;1053690;1045890;1095302;1036711;965108;1182959;987218;1095404;920737;1059167;982679;1127808;1053468;1117686;927756;1055828;1305654;1032938;1310189;1044176;987992;1096120;1046573;1099693;947104;1093528;1114712;1190411;
962693;1105728;918561;969932;1037117;1048210;985525;891967;1054554;1131980;1076871;1044148;896021;1056074;882889;1079371;1171073;941120;1080627;980823;1110221;1012105;1053337;1068149;1066127;1019430;937106;1183481;894672;1065510;1009784;1096274;874941;1076674;1106331;1023457;1039697;927220;1256489;1017679;1256248;974640;1019820;988037;985978;1108337;962046;1023567;1150570;1235164;
1310632;1280961;1249710;1140566;1405927;1204274;1300674;1300293;1227651;1310236;1365624;1266440;1119519;1397342;1184272;1225017;1505465;1285848;1461958;1250043;1277515;1215665;1246628;1347100;1456647;1401150;1269860;1417769;1240070;1375405;1140372;1346261;1232757;1395830;1356556;1375380;1214590;1302168;1659838;1097924;1701221;1344200;1263413;1378496;1244647;1385097;1224413;1360723;1294710;1484920;
1182709;1207123;1183237;1053997;1169229;1087956;1221680;1006972;1203964;1212693;1205322;1133465;992717;1141568;1037165;1170019;1199289;1072810;1258023;1094866;1203453;1053319;1174840;1185971;1172783;1146888;939954;1320190;1095996;1210781;1042424;1205472;1115550;1157752;1272737;1164763;1033058;1185399;1456642;1125078;1284878;1183108;1134021;1143005;1200063;1140796;1079333;1246663;1198946;1350874;
1159736;1199145;930795;1034052;1200584;1054883;1203750;1024522;1055921;1068614;1128702;1202828;1050408;1072791;904393;1104250;1203051;1160837;1228208;1055992;1173198;1071066;1132317;1172994;1172483;1130660;1068592;1342717;990685;1152057;962122;1188443;1109637;1267463;1208945;1324899;996354;1106577;1367800;922442;1456957;1125302;1101206;1162048;1141647;1207619;942528;1156104;1205107;1215945;
1059346;1228320;1069498;1105797;1064077;1044116;1063212;963074;1086795;1084938;1266260;1053710;954389;907767;1079954;1062209;1071595;1019539;1237890;1065780;997993;1049120;1151018;1159635;1079225;1094470;910289;1210600;1066430;1148966;1051779;1088253;991342;1068876;1109926;1110073;1003986;1056016;1318490;1117078;1305155;1137823;1021159;1089507;1101371;1164745;1029311;1201801;1169437;1278948;
1234732;1329618;1147222;1171785;1270789;1181029;1084067;1101579;1167650;1156952;1253644;1177586;1092570;1166079;1126959;1069481;1307545;1222466;1241160;1136232;1152650;1197750;1163982;1105004;1321698;1182746;1093035;1253908;1080719;1182718;1021836;1246487;1119315;1226704;1248111;1176465;1121042;1185160;1527461;1126880;1435495;1080181;1074897;1168380;1155904;1226524;1105805;1294698;1210861;1336022;
1029086;1072644;1097814;1012889;1074136;1041147;971047;1019038;1056858;1059402;1121411;979393;972088;897288;941723;958129;1059889;1110466;1065657;955572;1119271;958834;1027508;1092555;1054885;1101022;908689;1213331;905889;1018392;1030060;1065113;1024539;1140847;1161061;1124156;1000803;1062849;1317659;983542;1198167;1019579;926014;1132000;1052886;1084341;1012236;1282743;1088180;1178585;
1065919;1158842;1217386;1029074;1150055;1080180;1087196;1016180;1119097;1052539;1218228;1123628;1072891;1032913;1084804;1084025;1249867;1176030;1212541;1053482;1097732;1126303;1159266;1083164;1216104;1205898;1014312;1236446;1032327;1221578;1095039;1178468;1049553;1310775;1241637;1103480;1084436;1128309;1419007;1164355;1331032;1122324;1052227;1152109;1175558;1179295;1024964;1213119;1054232;1299726;
1034010;1122487;975653;1047434;1067070;1028705;1064333;993406;1041853;1017651;1145862;1094978;1002588;1054568;955179;1096787;1038788;1085482;1162088;1009145;1127119;1009017;1160599;1117861;1069073;1078680;973410;1245403;899657;1087391;958885;1090846;941923;1178341;1104646;1073598;927125;1120748;1364359;1030431;1142190;1055706;1053106;1046785;1159623;1080241;982849;1123119;982999;1174705;


--------------------------Modular---------------------------

1223136;0;0;1072725;0;0;1278290;0;0;1110764;0;0;1149908;0;0;1221179;0;0;1281765;0;0;1214084;0;0;1327365;0;0;1352459;0;0;1115860;0;0;1384086;0;0;1003398;0;0;1168502;0;0;1100020;0;0;1333676;0;0;1150955;0;
1098041;0;0;946400;0;0;1017595;0;0;874346;0;0;871031;0;0;972631;0;0;1124029;0;0;895506;0;0;1008914;0;0;1068927;0;0;866386;0;0;1079683;0;0;830884;0;0;959744;0;0;933250;0;0;1043544;0;0;1080780;0;
1003875;0;0;969029;0;0;1046491;0;0;996092;0;0;949192;0;0;997736;0;0;1156694;0;0;925531;0;0;1054691;0;0;1099544;0;0;838253;0;0;1094051;0;0;890276;0;0;928455;0;0;872052;0;0;1125622;0;0;1046788;0;
1352761;0;0;1237258;0;0;1227437;0;0;1153768;0;0;1154313;0;0;1221408;0;0;1463557;0;0;1151471;0;0;1342985;0;0;1364403;0;0;1111188;0;0;1317249;0;0;1120521;0;0;1140344;0;0;1168549;0;0;1306466;0;0;1261428;0;
991717;0;0;921599;0;0;1050146;0;0;917206;0;0;892716;0;0;912666;0;0;1044226;0;0;1006572;0;0;1052083;0;0;1101738;0;0;1001244;0;0;1076164;0;0;875660;0;0;934741;0;0;906062;0;0;1025880;0;0;1074210;0;
1114040;0;0;1020656;0;0;1080092;0;0;991803;0;0;998800;0;0;985356;0;0;1181210;0;0;986634;0;0;1164003;0;0;1238012;0;0;1053889;0;0;1201202;0;0;867648;0;0;998037;0;0;986520;0;0;1100959;0;0;1097153;0;
1037071;0;0;939522;0;0;1038764;0;0;838585;0;0;939997;0;0;905251;0;0;1129509;0;0;957707;0;0;1017428;0;0;1051679;0;0;891982;0;0;1083911;0;0;812348;0;0;959792;0;0;965668;0;0;1019695;0;0;1030033;0;
1164446;0;0;1056030;0;0;1102285;0;0;983512;0;0;1028681;0;0;978598;0;0;1204996;0;0;1147769;0;0;1196412;0;0;1179099;0;0;1096938;0;0;1226922;0;0;1017756;0;0;1065167;0;0;1068324;0;0;1201410;0;0;1055124;0;
1135392;0;0;1116801;0;0;1248076;0;0;1119967;0;0;1004951;0;0;1099863;0;0;1255910;0;0;1089030;0;0;1148628;0;0;1203756;0;0;1042997;0;0;1290075;0;0;964544;0;0;1065184;0;0;964511;0;0;1234907;0;0;1192550;0;
1175439;0;0;1179517;0;0;1101041;0;0;1109857;0;0;1079117;0;0;1138665;0;0;1277793;0;0;1126306;0;0;1244339;0;0;1264738;0;0;1034276;0;0;1216863;0;0;1113686;0;0;1020067;0;0;1030519;0;0;1239507;0;0;1134391;0;
1141446;0;0;989351;0;0;1218106;0;0;1137396;0;0;977941;0;0;1128811;0;0;1185571;0;0;1100155;0;0;1188120;0;0;1288635;0;0;1002401;0;0;1223479;0;0;1012951;0;0;1088743;0;0;994932;0;0;1182565;0;0;1136235;0;
1251192;0;0;1040176;0;0;1079900;0;0;1157876;0;0;1053371;0;0;1217291;0;0;1282380;0;0;1162525;0;0;1266946;0;0;1269452;0;0;1060051;0;0;1297583;0;0;1089090;0;0;1123286;0;0;1043564;0;0;1217379;0;0;1257547;0;
1067729;0;0;1178584;0;0;1093881;0;0;1081470;0;0;1085407;0;0;1120290;0;0;1267576;0;0;1075504;0;0;1119832;0;0;1251251;0;0;1028491;0;0;1196037;0;0;1024290;0;0;963345;0;0;997819;0;0;1217414;0;0;1112444;0;
1116725;0;0;1045007;0;0;1119775;0;0;966368;0;0;991904;0;0;1132238;0;0;1152748;0;0;1061443;0;0;1114911;0;0;1191763;0;0;953346;0;0;1233116;0;0;945122;0;0;1033106;0;0;981856;0;0;1180221;0;0;1123291;0;
1099512;0;0;1027064;0;0;1173867;0;0;1072254;0;0;1115186;0;0;1088058;0;0;1161972;0;0;1150531;0;0;1179169;0;0;1290201;0;0;985142;0;0;1235837;0;0;941207;0;0;1077489;0;0;1021114;0;0;1249749;0;0;1133414;0;
1303648;0;0;1231100;0;0;1198617;0;0;1268154;0;0;1140121;0;0;1180978;0;0;1376230;0;0;1205430;0;0;1382950;0;0;1334137;0;0;1226744;0;0;1311359;0;0;1183538;0;0;1237530;0;0;1212816;0;0;1371842;0;0;1419894;0;
1015259;0;0;880328;0;0;967283;0;0;1044539;0;0;922206;0;0;907754;0;0;1059113;0;0;839168;0;0;988708;0;0;1070341;0;0;918819;0;0;1069833;0;0;794344;0;0;889957;0;0;940831;0;0;1157594;0;0;1032414;0;
1066485;0;0;933053;0;0;978346;0;0;911361;0;0;1005521;0;0;985149;0;0;1174680;0;0;1002156;0;0;1171069;0;0;1177132;0;0;1004179;0;0;1178093;0;0;870422;0;0;985299;0;0;915605;0;0;1085912;0;0;1058636;0;
1015731;0;0;985923;0;0;929017;0;0;1024298;0;0;852887;0;0;1045745;0;0;1114418;0;0;919888;0;0;1079835;0;0;1235831;0;0;959418;0;0;1065122;0;0;929656;0;0;1013713;0;0;1020259;0;0;1017480;0;0;954856;0;
1171342;0;0;1009764;0;0;1200204;0;0;1118663;0;0;1024234;0;0;1145036;0;0;1314840;0;0;1131520;0;0;1202925;0;0;1188797;0;0;951336;0;0;1214150;0;0;999165;0;0;1005676;0;0;1023868;0;0;1200501;0;0;1168120;0;
1212434;0;0;1068872;0;0;1195421;0;0;1140177;0;0;1057237;0;0;1110335;0;0;1235454;0;0;1097792;0;0;1300549;0;0;1292474;0;0;1044550;0;0;1197722;0;0;1096484;0;0;1147407;0;0;1098942;0;0;1258548;0;0;1303489;0;
927820;0;0;931072;0;0;990177;0;0;950519;0;0;958225;0;0;909324;0;0;1071581;0;0;954969;0;0;967023;0;0;1104252;0;0;800983;0;0;1045351;0;0;800427;0;0;941044;0;0;919345;0;0;1074771;0;0;973384;0;
1109197;0;0;968657;0;0;1041713;0;0;893885;0;0;1003724;0;0;1033524;0;0;1162640;0;0;1029575;0;0;1240783;0;0;1210167;0;0;1049896;0;0;1225944;0;0;879142;0;0;1069419;0;0;1023199;0;0;1046842;0;0;1021810;0;
1155950;0;0;1060019;0;0;1152821;0;0;1169237;0;0;963336;0;0;1134746;0;0;1242923;0;0;1169668;0;0;1231843;0;0;1321962;0;0;1089747;0;0;1196801;0;0;1023772;0;0;1069256;0;0;1018164;0;0;1150236;0;0;1245046;0;
1035659;0;0;986962;0;0;1033315;0;0;1035284;0;0;962046;0;0;1028044;0;0;1186945;0;0;997478;0;0;1081227;0;0;1160552;0;0;907283;0;0;1120617;0;0;955815;0;0;848561;0;0;987208;0;0;1224928;0;0;1079256;0;
1192413;0;0;996555;0;0;1116574;0;0;1120774;0;0;898752;0;0;1065366;0;0;1276976;0;0;1057253;0;0;1223519;0;0;1207862;0;0;1018063;0;0;1172841;0;0;869425;0;0;1022388;0;0;1029145;0;0;1158699;0;0;1224609;0;
968625;0;0;924062;0;0;966080;0;0;807891;0;0;929325;0;0;846610;0;0;940892;0;0;1005911;0;0;1016369;0;0;1136253;0;0;905455;0;0;1066223;0;0;922867;0;0;967766;0;0;924396;0;0;950833;0;0;973026;0;
964729;0;0;821717;0;0;985736;0;0;905729;0;0;893951;0;0;958573;0;0;994322;0;0;930889;0;0;1038484;0;0;1038382;0;0;879922;0;0;1038747;0;0;767338;0;0;833149;0;0;866703;0;0;991069;0;0;988268;0;
1030245;0;0;991404;0;0;981036;0;0;889431;0;0;911155;0;0;902844;0;0;1131529;0;0;909731;0;0;1067471;0;0;1081077;0;0;932864;0;0;983230;0;0;821545;0;0;902263;0;0;929013;0;0;994492;0;0;1097445;0;
1121156;0;0;1094324;0;0;963060;0;0;1038302;0;0;1023169;0;0;974566;0;0;1132391;0;0;900160;0;0;1091735;0;0;1196423;0;0;994483;0;0;1067413;0;0;1050648;0;0;950343;0;0;934167;0;0;1081534;0;0;1172682;0;
1139037;0;0;1112298;0;0;1113222;0;0;1015046;0;0;997413;0;0;966455;0;0;1225418;0;0;1061674;0;0;1166600;0;0;1153480;0;0;1043231;0;0;1209179;0;0;912965;0;0;1005444;0;0;1027365;0;0;1170315;0;0;1102150;0;
1106979;0;0;1024110;0;0;1113500;0;0;975212;0;0;979331;0;0;1014421;0;0;1144401;0;0;1013900;0;0;1168787;0;0;1255761;0;0;1071356;0;0;1252029;0;0;915924;0;0;930632;0;0;969993;0;0;1120022;0;0;1147058;0;
1301769;0;0;1254127;0;0;1255466;0;0;1258333;0;0;1220145;0;0;1251244;0;0;1446837;0;0;1235933;0;0;1384752;0;0;1439756;0;0;1209091;0;0;1475671;0;0;1147410;0;0;1263186;0;0;1233644;0;0;1294843;0;0;1300578;0;
1300110;0;0;1246522;0;0;1222177;0;0;1216151;0;0;1122460;0;0;1080588;0;0;1332031;0;0;1166694;0;0;1345831;0;0;1299664;0;0;1245927;0;0;1286247;0;0;1135556;0;0;1179321;0;0;1049585;0;0;1388583;0;0;1371230;0;
